706;0.84
709;0.86
711;0.89
713;0.90
715;0.89
717;0.86
719;0.85
722;0.83
724;0.81
726;0.80
728;0.78
730;0.80
733;0.80
735;0.81
737;0.79
739;0.77
741;0.75
744;0.74
746;0.78
748;0.78
750;0.83
752;0.80
755;0.79
757;0.77
759;0.81
761;0.82
763;0.88
766;0.86
768;0.84
770;0.85
772;0.90
774;0.98
777;1.05
779;1.05
781;1.06
783;1.03
785;1.00
788;0.98
790;0.95
792;0.93
794;0.90
796;0.89
799;0.86
801;0.83
803;0.83
805;0.85
808;0.86
810;0.89
812;0.89
814;0.88
816;0.86
819;0.88
821;0.85
823;0.84
825;0.88
827;0.92
830;0.97
832;0.99
834;1.00
836;0.98
838;0.96
840;0.94
843;0.91
845;0.89
847;0.88
849;0.86
851;0.83
854;0.82
856;0.80
858;0.77
860;0.77
862;0.80
864;0.80
867;0.84
869;0.81
871;0.80
873;0.80
875;0.82
878;0.80
880;0.80
882;0.79
884;0.77
887;0.76
889;0.76
891;0.84
893;0.88
895;0.99
897;1.00
900;1.03
902;1.02
904;1.05
906;1.04
908;1.01
911;1.03
913;1.09
915;1.08
917;1.05
919;1.02
922;0.99
924;0.97
926;0.95
928;0.91
930;0.89
933;0.88
935;0.85
937;0.83
939;0.81
941;0.79
944;0.77
946;0.77
948;0.76
950;0.76
952;0.76
954;0.78
957;0.78
959;0.77
961;0.76
963;0.77
965;0.82
968;0.83
970;0.91
972;0.95
974;0.95
976;0.95
978;0.94
981;0.92
983;0.89
985;0.86
987;0.86
989;0.85
992;0.88
994;0.91
996;0.88
998;0.88
1000;0.85
1003;0.83
1005;0.82
1007;0.80
1009;0.79
1011;0.78
1013;0.77
1016;0.76
1018;0.74
1020;0.74
1022;0.74
1024;0.76
1027;0.76
1029;0.75
1031;0.77
1033;0.81
1035;0.80
1038;0.82
1040;0.80
1042;0.85
1044;0.84
1046;0.84
1049;0.81
1051;0.80
1053;0.78
1056;0.80
1058;0.78
1060;0.76
1063;0.82
1065;0.82
1067;0.80
1069;0.78
1072;0.78
1074;0.80
1076;0.86
1078;0.87
1080;0.88
1083;0.87
1085;0.88
1087;0.89
1089;0.95
1091;0.92
1093;0.91
1096;0.93
1098;0.94
1100;0.95
1102;0.96
1104;0.93
1107;0.91
1109;0.91
1111;0.91
1113;0.91
1115;0.91
1118;0.90
1120;0.91
1122;0.88
1124;0.87
1126;0.86
1128;0.85
1131;0.85
1133;0.83
1135;0.80
1137;0.83
1139;0.85
1142;0.88
1144;0.88
1146;0.86
1148;0.89
1150;0.89
1153;0.93
1155;0.93
1157;0.91
1159;0.89
1161;0.88
1164;0.90
1166;0.88
1168;0.92
1170;0.90
1172;0.88
1174;0.86
1177;0.84
1179;0.84
1181;0.82
1183;0.80
1185;0.77
1188;0.77
1190;0.78
1192;0.80
1194;0.84
1196;0.85
1199;0.96
1201;1.00
1203;1.15
1206;1.18
1208;1.18
1210;1.17
1212;1.14
1214;1.22
1217;1.30
1219;1.36
1221;1.33
1224;1.28
1226;1.25
1228;1.21
1230;1.19
1233;1.17
1235;1.13
1237;1.10
1239;1.08
1241;1.05
1244;1.03
1246;1.13
1248;1.13
1250;1.21
1252;1.18
1255;1.18
1257;1.15
1259;1.11
1261;1.08
1263;1.06
1265;1.04
1268;1.01
1270;0.97
1272;0.95
1274;0.95
1276;0.94
1279;0.97
1281;0.99
1283;0.97
1285;0.95
1287;0.97
1290;0.97
1292;1.01
1294;1.05
1296;1.06
1298;1.09
1300;1.11
1303;1.07
1305;1.05
1307;1.02
1309;0.99
1311;0.97
1314;1.05
1316;1.05
1318;1.13
1320;1.10
1322;1.07
1325;1.05
1327;1.02
1329;1.00
1331;0.98
1333;0.95
1336;0.93
1338;0.92
1340;0.91
1342;0.94
1344;0.93
1347;0.94
1349;0.91
1351;0.88
1353;0.86
1355;0.85
1357;0.83
1360;0.89
1362;1.01
1364;1.05
1366;1.20
1369;1.29
1371;1.28
1373;1.25
1375;1.21
1377;1.18
1379;1.17
1382;1.15
1384;1.14
1386;1.13
1388;1.12
1390;1.12
1393;1.12
1395;1.17
1397;1.15
1399;1.13
1401;1.10
1404;1.07
1406;1.05
1408;1.02
1410;0.99
1412;0.98
1414;1.07
1417;1.08
1419;1.20
1421;1.18
1423;1.19
1425;1.18
1428;1.16
1430;1.17
1432;1.18
1434;1.18
1436;1.19
1439;1.22
1441;1.21
1443;1.19
1445;1.17
1447;1.15
1449;1.12
1452;1.09
1454;1.06
1456;1.03
1458;1.01
1460;0.97
1463;0.96
1465;0.96
1467;0.95
1469;0.95
1471;0.95
1474;0.95
1476;1.00
1478;1.00
1481;0.99
1483;0.96
1485;0.93
1487;0.91
1489;0.93
1492;0.92
1494;0.96
1496;1.01
1498;1.00
1500;1.05
1503;1.03
1505;1.01
1507;0.98
1509;0.95
1511;0.92
1514;0.91
1516;0.92
1518;0.94
1521;0.99
1523;0.98
1525;0.95
1527;0.92
1530;0.91
1532;0.91
1534;0.92
1536;0.93
1538;0.98
1540;0.97
1543;1.08
1545;1.09
1547;1.17
1549;1.13
1551;1.12
1554;1.14
1556;1.13
1558;1.15
1560;1.13
1562;1.11
1565;1.09
1567;1.05
1569;1.03
1571;1.00
1573;0.99
1575;0.96
1578;1.03
1580;1.04
1582;1.11
1584;1.08
1586;1.05
1589;1.02
1591;0.99
1593;0.96
1595;0.94
1597;0.93
1600;0.91
1602;0.89
1604;0.88
1606;0.91
1608;0.88
1610;0.86
1613;0.85
1615;0.85
1617;0.85
1619;0.84
1621;0.84
1624;0.95
1626;0.99
1628;0.99
1630;0.98
1632;0.97
1635;0.94
1637;0.92
1639;0.90
1641;0.87
1643;0.88
1646;0.87
1648;0.87
1650;0.86
1652;0.84
1654;0.83
1657;0.85
1659;0.86
1661;0.88
1663;0.86
1665;0.85
1668;0.82
1670;0.80
1672;0.81
1674;0.88
1676;0.91
1679;1.03
1681;1.03
1683;1.03
1685;1.01
1687;0.97
1689;0.95
1692;0.93
1694;0.89
1696;0.89
1698;0.88
1700;0.86
1703;0.87
1705;0.86
1707;0.85
1709;0.82
1711;0.80
1714;0.79
1716;0.78
1718;0.79
1720;0.79
1722;0.84
1725;0.82
1727;0.80
1729;0.79
1731;0.79
1733;0.80
1735;0.79
1738;0.81
1740;0.95
1742;1.04
1744;1.23
1746;1.27
1749;1.27
1751;1.23
1753;1.19
1756;1.16
1758;1.13
1760;1.11
1762;1.09
1764;1.06
1767;1.04
1769;1.00
1771;0.97
1773;0.95
1775;0.92
1777;0.89
1780;0.88
1782;0.86
1784;0.84
1786;0.86
1788;0.88
1791;0.97
1793;0.97
1795;0.96
1797;0.96
1799;0.94
1802;0.90
1804;0.93
1806;0.99
1808;1.07
1810;1.14
1813;1.12
1815;1.11
1817;1.10
1819;1.06
1821;1.04
1824;1.01
1826;0.98
1828;0.96
1830;0.95
1833;0.93
1835;0.92
1837;0.93
1839;1.00
1841;1.02
1844;1.01
1846;1.02
1848;1.01
1850;0.97
1852;0.95
1855;0.94
1857;0.93
1859;0.91
1861;0.89
1863;0.88
1865;0.87
1868;0.88
1870;0.90
1872;0.94
1874;1.08
1876;1.16
1879;1.17
1881;1.18
1883;1.15
1885;1.12
1887;1.09
1890;1.06
1892;1.04
1894;1.00
1896;0.99
1899;0.96
1901;0.93
1903;0.91
1905;0.89
1908;0.87
1910;0.84
1912;0.83
1914;0.82
1916;0.80
1919;0.77
1921;0.75
1923;0.74
1925;0.73
1927;0.70
1929;0.71
1932;0.70
1934;0.67
1936;0.65
1938;0.65
1940;0.65
1943;0.71
1945;0.72
1947;0.72
1949;0.71
1951;0.68
1954;0.67
1956;0.65
1958;0.64
1960;0.61
1962;0.61
1964;0.61
1967;0.59
1969;0.60
1971;0.58
1973;0.57
1975;0.55
1978;0.54
1980;0.54
1982;0.52
1984;0.51
1986;0.49
1989;0.48
1991;0.48
1993;0.47
1995;0.47
1997;0.47
2000;0.45
2002;0.43
2004;0.42
2006;0.41
2008;0.41
2010;0.40
2013;0.44
2015;0.49
2017;0.52
2019;0.55
2021;0.55
2024;0.54
2026;0.52
2028;0.51
2030;0.51
2032;0.51
2035;0.48
2037;0.47
2039;0.46
2041;0.44
2043;0.43
2046;0.41
2048;0.40
2050;0.39
2052;0.37
2054;0.37
2057;0.36
2059;0.35
2061;0.33
2063;0.34
2066;0.33
2068;0.33
2070;0.33
2072;0.33
2074;0.32
2077;0.31
2079;0.31
2081;0.34
2083;0.34
2085;0.34
2088;0.35
2090;0.37
2092;0.38
2094;0.40
2096;0.43
2099;0.48
2101;0.48
2103;0.46
2106;0.44
2108;0.43
2110;0.43
2112;0.44
2114;0.44
2116;0.48
2119;0.47
2121;0.46
2123;0.44
2125;0.43
2127;0.41
2130;0.43
2132;0.42
2134;0.40
2136;0.40
2138;0.39
2141;0.38
2143;0.37
2145;0.36
2147;0.35
2149;0.35
2151;0.35
2154;0.34
2156;0.34
2158;0.33
2160;0.32
2162;0.32
2165;0.32
2167;0.31
2169;0.30
2171;0.29
2174;0.29
2176;0.28
2178;0.28
2180;0.29
2183;0.29
2185;0.28
2187;0.28
2189;0.28
2191;0.28
2194;0.27
2196;0.28
2198;0.34
2201;0.35
2203;0.42
2205;0.41
2207;0.41
2209;0.40
2212;0.39
2214;0.40
2216;0.39
2218;0.37
2220;0.37
2222;0.36
2225;0.35
2227;0.35
2229;0.37
2231;0.37
2233;0.36
2236;0.36
2238;0.35
2240;0.36
2242;0.36
2244;0.40
2247;0.41
2249;0.44
2251;0.47
2253;0.51
2255;0.55
2257;0.54
2260;0.52
2262;0.51
2264;0.51
2266;0.49
2268;0.48
2271;0.47
2273;0.46
2275;0.44
2277;0.47
2279;0.53
2282;0.54
2284;0.60
2286;0.59
2288;0.58
2290;0.57
2293;0.55
2295;0.55
2297;0.55
2299;0.53
2301;0.51
2303;0.50
2306;0.49
2308;0.48
2310;0.47
2312;0.46
2314;0.44
2317;0.43
2319;0.42
2321;0.41
2323;0.41
2325;0.40
2328;0.39
2330;0.41
2332;0.46
2334;0.48
2336;0.55
2338;0.54
2341;0.52
2343;0.51
2345;0.50
2347;0.50
2349;0.49
2352;0.47
2354;0.49
2356;0.49
2358;0.53
2360;0.53
2363;0.52
2365;0.51
2367;0.50
2369;0.48
2371;0.48
2374;0.49
2376;0.52
2378;0.54
2381;0.53
2383;0.52
2385;0.49
2387;0.48
2389;0.48
2391;0.46
2394;0.46
2396;0.51
2399;0.51
2401;0.51
2403;0.54
2405;0.53
2407;0.52
2409;0.51
2412;0.49
2414;0.51
2416;0.57
2418;0.60
2420;0.71
2423;0.70
2425;0.67
2427;0.66
2429;0.66
2431;0.65
2434;0.63
2436;0.60
2438;0.59
2440;0.58
2442;0.56
2445;0.55
2447;0.57
2449;0.57
2451;0.61
2453;0.61
2456;0.60
2458;0.58
2460;0.57
2462;0.57
2464;0.56
2467;0.55
2469;0.54
2471;0.54
2473;0.52
2475;0.51
2478;0.49
2480;0.50
2482;0.49
2484;0.47
2486;0.45
2489;0.44
2491;0.43
2493;0.41
2495;0.40
2497;0.41
2499;0.40
2502;0.39
2504;0.38
2506;0.37
2508;0.37
2510;0.37
2513;0.41
2515;0.40
2517;0.47
2519;0.45
2521;0.44
2524;0.43
2526;0.41
2528;0.40
2530;0.41
2532;0.40
2534;0.39
2537;0.40
2539;0.42
2541;0.49
2543;0.48
2545;0.48
2548;0.48
2550;0.46
2552;0.44
2554;0.44
2556;0.44
2559;0.42
2561;0.43
2563;0.44
2565;0.43
2567;0.41
2570;0.41
2572;0.41
2574;0.41
2576;0.40
2578;0.39
2580;0.39
2583;0.38
2585;0.37
2587;0.40
2589;0.43
2591;0.51
2594;0.49
2596;0.49
2598;0.49
2600;0.48
2602;0.47
2605;0.45
2607;0.44
2609;0.43
2611;0.42
2613;0.41
2615;0.40
2618;0.49
2620;0.52
2622;0.65
2624;0.67
2626;0.67
2629;0.67
2631;0.66
2633;0.65
2635;0.63
2637;0.61
2640;0.60
2642;0.58
2644;0.55
2646;0.56
2649;0.55
2651;0.53
2653;0.51
2655;0.51
2658;0.53
2660;0.55
2662;0.58
2664;0.61
2666;0.61
2668;0.58
2671;0.57
2673;0.55
2675;0.54
2677;0.53
2679;0.52
2682;0.52
2684;0.50
2686;0.48
2688;0.46
2690;0.47
2693;0.46
2695;0.45
2697;0.45
2700;0.44
2702;0.42
2704;0.41
2706;0.42
2708;0.44
2711;0.46
2713;0.50
2715;0.50
2717;0.48
2719;0.46
2721;0.44
2724;0.44
2726;0.48
2728;0.52
2730;0.57
2732;0.61
2735;0.59
2737;0.58
2739;0.56
2741;0.55
2743;0.54
2746;0.54
2748;0.54
2750;0.53
2752;0.52
2754;0.51
2756;0.53
2759;0.53
2761;0.53
2763;0.55
2765;0.55
2767;0.55
2770;0.54
2772;0.53
2774;0.52
2776;0.50
2778;0.49
2781;0.49
2783;0.48
2785;0.48
2787;0.47
2789;0.46
2791;0.45
2794;0.48
2796;0.50
2798;0.49
2800;0.48
2802;0.52
2805;0.58
2807;0.57
2809;0.56
2811;0.55
2814;0.55
2816;0.52
2818;0.51
2820;0.50
2822;0.49
2825;0.48
2827;0.45
2829;0.46
2831;0.45
2833;0.44
2836;0.43
2838;0.42
2840;0.41
2842;0.40
2844;0.39
2847;0.39
2849;0.38
2851;0.37
2853;0.35
2855;0.35
2857;0.34
2860;0.34
2862;0.36
2864;0.38
2866;0.40
2868;0.40
2871;0.39
2873;0.39
2875;0.37
2877;0.36
2879;0.36
2882;0.36
2884;0.35
2886;0.34
2888;0.37
2890;0.36
2893;0.38
2895;0.38
2897;0.41
2899;0.41
2901;0.39
2903;0.38
2906;0.37
2908;0.40
2910;0.41
2912;0.43
2914;0.41
2917;0.41
2919;0.40
2921;0.39
2923;0.39
2925;0.37
2928;0.37
2930;0.39
2932;0.40
2934;0.39
2936;0.39
2938;0.44
2941;0.43
2943;0.41
2945;0.45
2947;0.44
2950;0.46
2952;0.51
2954;0.54
2956;0.62
2958;0.60
2961;0.60
2963;0.61
2965;0.60
2967;0.60
2969;0.61
2972;0.64
2974;0.67
2976;0.66
2978;0.65
2980;0.65
2983;0.64
2985;0.61
2987;0.60
2989;0.59
2991;0.58
2994;0.57
2996;0.58
2998;0.58
3000;0.60
3002;0.62
3005;0.67
3007;0.66
3009;0.64
3011;0.62
3013;0.62
3015;0.60
3018;0.58
3020;0.57
3022;0.56
3024;0.56
3026;0.55
3029;0.58
3031;0.57
3033;0.56
3035;0.54
3037;0.52
3040;0.52
3042;0.50
3044;0.51
3046;0.51
3049;0.51
3051;0.49
3053;0.51
3055;0.52
3058;0.51
3060;0.50
3062;0.50
3064;0.49
3066;0.48
3069;0.46
3071;0.44
3073;0.44
3075;0.42
3077;0.40
3079;0.41
3082;0.40
3084;0.38
3086;0.37
3088;0.51
3090;0.55
3093;0.70
3096;0.77
3099;0.79
3101;0.77
3103;0.77
3105;0.75
3108;0.74
3110;0.75
3112;0.76
3114;0.80
3116;0.86
3119;0.93
3121;0.91
3123;0.89
3125;0.86
3127;0.84
3129;0.84
3132;0.82
3134;0.80
3136;0.77
3138;0.76
3140;0.74
3143;0.72
3145;0.70
3147;0.68
3149;0.67
3151;0.65
3154;0.64
3156;0.62
3158;0.60
3160;0.66
3162;0.70
3164;0.78
3167;0.80
3169;0.78
3171;0.76
3173;0.79
3175;0.78
3178;0.80
3180;0.80
3182;0.79
3184;0.77
3186;0.75
3189;0.74
3191;0.71
3193;0.70
3195;0.70
3197;0.72
3200;0.70
3202;0.74
3204;0.76
3206;0.75
3208;0.73
3210;0.71
3213;0.71
3215;0.70
3217;0.67
3219;0.66
3222;0.64
3224;0.64
3226;0.62
3228;0.61
3230;0.61
3232;0.60
3235;0.58
3237;0.58
3239;0.57
3241;0.60
3243;0.60
3246;0.62
3248;0.66
3251;0.70
3253;0.70
3255;0.68
3257;0.68
3259;0.68
3262;0.67
3264;0.66
3266;0.74
3268;0.80
3270;0.97
3272;1.03
3275;1.01
3277;1.00
3279;1.00
3281;0.99
3283;0.96
3286;0.94
3288;0.91
3290;0.95
3292;0.94
3294;0.97
3297;0.97
3299;0.96
3301;0.93
3303;0.91
3305;0.88
3307;0.86
3310;0.91
3312;0.93
3314;0.98
3316;0.98
3318;0.95
3321;0.93
3323;0.92
3325;0.89
3327;0.86
3329;0.86
3332;0.84
3334;0.82
3336;0.80
3338;0.86
3340;0.95
3343;1.12
3345;1.20
3347;1.21
3349;1.20
3351;1.16
3353;1.13
3356;1.10
3358;1.06
3360;1.06
3362;1.11
3364;1.12
3367;1.21
3369;1.21
3371;1.18
3373;1.15
3375;1.11
3378;1.08
3380;1.06
3382;1.05
3384;1.02
3386;1.00
3389;0.97
3391;0.97
3393;0.95
3395;0.92
3397;0.91
3400;0.90
3402;0.96
3404;0.98
3407;1.00
3409;0.98
3411;0.98
3413;0.97
3415;0.99
3418;0.97
3420;0.98
3422;0.97
3424;0.95
3426;0.94
3428;0.92
3431;0.91
3433;0.88
3435;0.85
3437;0.83
3439;0.82
3442;0.83
3444;0.82
3446;0.84
3448;0.83
3450;0.80
3453;0.77
3455;0.75
3457;0.74
3459;0.73
3461;0.72
3463;0.71
3466;0.70
3468;0.68
3470;0.68
3472;0.68
3474;0.73
3477;0.76
3479;0.88
3481;0.89
3483;0.89
3485;0.86
3488;0.84
3490;0.83
3492;0.82
3494;0.79
3496;0.86
3499;0.89
3501;0.98
3503;1.00
3505;1.03
3507;1.04
3509;1.04
3512;1.03
3514;1.02
3516;0.99
3518;0.97
3521;0.95
3523;0.92
3525;0.89
3527;0.88
3529;0.93
3532;1.09
3534;1.14
3536;1.40
3538;1.38
3540;1.36
3543;1.32
3545;1.28
3547;1.26
3549;1.23
3552;1.20
3554;1.24
3556;1.22
3558;1.22
3560;1.22
3563;1.25
3565;1.26
3567;1.28
3569;1.27
3571;1.23
3574;1.21
3576;1.20
3578;1.21
3580;1.21
3582;1.19
3585;1.15
3587;1.13
3589;1.13
3591;1.10
3593;1.09
3595;1.06
3598;1.05
3600;1.02
3602;0.99
3604;0.97
3606;0.98
3609;0.97
3611;1.02
3613;1.02
3615;1.01
3617;0.99
3620;0.96
3622;0.94
3624;0.91
3626;0.88
3628;0.86
3630;0.85
3633;0.87
3635;0.89
3637;0.88
3639;0.93
3641;0.99
3644;0.99
3646;0.99
3648;0.99
3650;0.95
3652;0.92
3655;0.90
3657;0.88
3659;0.88
3661;0.86
3663;0.87
3666;0.86
3668;0.83
3670;0.80
3672;0.79
3675;0.77
3677;0.76
3679;0.79
3681;0.80
3683;0.83
3686;0.84
3688;0.84
3690;0.83
3692;0.80
3694;0.79
3696;0.80
3699;0.78
3701;0.75
3703;0.75
3706;0.82
3708;0.80
3710;0.78
3712;0.76
3714;0.78
3717;0.76
3719;0.74
3721;0.71
3723;0.70
3725;0.68
3728;0.66
3730;0.67
3732;0.67
3734;0.67
3736;0.66
3739;0.68
3741;0.72
3743;0.70
3745;0.68
3747;0.67
3749;0.73
3752;0.72
3754;0.78
3756;0.77
3758;0.75
3760;0.73
3763;0.72
3765;0.71
3767;0.69
3769;0.67
3771;0.65
3774;0.64
3776;0.62
3778;0.60
3780;0.60
3782;0.68
3784;0.69
3787;0.80
3789;0.83
3791;0.80
3793;0.79
3795;0.79
3798;0.78
3800;0.76
3802;0.74
3804;0.72
3806;0.70
3809;0.68
3811;0.66
3813;0.66
3815;0.64
3817;0.64
3819;0.67
3822;0.68
3825;0.70
3827;0.72
3829;0.72
3831;0.71
3833;0.70
3836;0.67
3838;0.66
3840;0.65
3842;0.64
3844;0.61
3847;0.62
3849;0.61
3851;0.59
3853;0.58
3856;0.64
3858;0.76
3860;0.86
3862;0.87
3864;0.87
3867;0.85
3869;0.83
3871;0.81
3873;0.79
3875;0.77
3878;0.75
3880;0.75
3882;0.74
3884;0.71
3886;0.70
3888;0.68
3891;0.66
3893;0.64
3895;0.62
3897;0.62
3899;0.61
3902;0.59
3904;0.57
3906;0.56
3908;0.55
3910;0.54
3913;0.54
3915;0.54
3917;0.52
3919;0.51
3921;0.50
3923;0.50
3926;0.48
3928;0.47
3930;0.50
3932;0.52
3934;0.54
3937;0.60
3939;0.60
3941;0.59
3943;0.57
3945;0.55
3948;0.55
3950;0.54
3952;0.52
3954;0.51
3956;0.53
3959;0.54
3961;0.58
3963;0.59
3965;0.59
3967;0.57
3969;0.55
3972;0.54
3974;0.59
3976;0.58
3979;0.64
3981;0.62
3983;0.61
3985;0.59
3987;0.56
3990;0.56
3992;0.59
3994;0.61
3996;0.63
3999;0.66
4001;0.66
4003;0.64
4005;0.64
4008;0.70
4010;0.74
4012;0.78
4015;0.78
4017;0.80
4019;0.85
4021;0.84
4024;0.82
4026;0.79
4028;0.77
4030;0.76
4033;0.75
4035;0.74
4037;0.78
4039;0.80
4041;0.86
4044;0.84
4046;0.84
4048;0.84
4050;0.82
4052;0.79
4055;0.77
4057;0.76
4059;0.74
4061;0.72
4063;0.72
4065;0.70
4068;0.68
4070;0.66
4072;0.74
4074;0.75
4076;0.82
4079;0.87
4081;0.89
4083;0.94
4085;0.93
4087;0.93
4090;0.95
4092;0.94
4094;0.91
4096;0.90
4099;0.88
4101;0.85
4103;0.83
4105;0.81
4108;0.79
4110;0.76
4112;0.75
4114;0.74
4116;0.72
4118;0.70
4121;0.68
4123;0.67
4125;0.65
4127;0.67
4129;0.67
4132;0.72
4134;0.71
4136;0.70
4138;0.69
4140;0.67
4143;0.66
4145;0.64
4147;0.64
4149;0.62
4151;0.60
4154;0.59
4156;0.57
4158;0.56
4160;0.60
4162;0.66
4165;0.66
4167;0.64
4169;0.63
4171;0.61
4174;0.62
4176;0.75
4178;0.79
4180;1.00
4183;1.01
4185;0.97
4187;0.97
4189;0.95
4191;0.92
4194;0.89
4196;0.88
4198;0.86
4200;0.84
4202;0.82
4205;0.80
4207;0.78
4209;0.76
4211;0.74
4213;0.73
4215;0.71
4218;0.69
4220;0.67
4222;0.66
4224;0.65
4226;0.63
4229;0.62
4231;0.61
4233;0.60
4235;0.59
4237;0.59
4240;0.58
4242;0.56
4244;0.55
4246;0.57
4249;0.56
4251;0.57
4253;0.57
4255;0.56
4257;0.55
4260;0.53
4262;0.52
4264;0.52
4266;0.51
4268;0.49
4271;0.48
4273;0.47
4275;0.45
4277;0.43
4279;0.43
4282;0.41
4284;0.42
4286;0.41
4288;0.40
4290;0.39
4293;0.38
4295;0.39
4297;0.40
4299;0.40
4301;0.38
4304;0.37
4306;0.37
4308;0.36
4310;0.35
4312;0.40
4315;0.48
4317;0.49
4319;0.48
4321;0.47
4324;0.46
4326;0.44
4328;0.43
4330;0.44
4333;0.44
4335;0.43
4337;0.44
4339;0.45
4341;0.51
4344;0.52
4346;0.55
4348;0.55
4350;0.59
4352;0.58
4355;0.57
4357;0.56
4359;0.55
4361;0.53
4363;0.54
4366;0.52
4368;0.50
4370;0.48
4372;0.48
4374;0.48
4376;0.51
4379;0.54
4381;0.55
4383;0.55
4385;0.57
4387;0.61
4390;0.67
4392;0.65
4394;0.64
4396;0.64
4399;0.61
4401;0.59
4403;0.58
4405;0.57
4408;0.55
4410;0.55
4412;0.58
4414;0.61
4416;0.62
4418;0.60
4421;0.63
4423;0.64
4425;0.61
4427;0.60
4429;0.61
4432;0.60
4434;0.59
4436;0.58
4438;0.57
4441;0.55
4443;0.54
4445;0.52
4447;0.52
4449;0.51
4451;0.48
4454;0.47
4456;0.47
4458;0.46
4460;0.45
4462;0.52
4465;0.59
4467;0.70
4469;0.70
4471;0.69
4473;0.67
4476;0.65
4478;0.64
4480;0.67
4482;0.67
4484;0.68
4487;0.68
4489;0.67
4491;0.66
4493;0.64
4495;0.62
4498;0.61
4500;0.60
4502;0.58
4504;0.57
4506;0.55
4509;0.55
4511;0.61
4513;0.63
4515;0.74
4517;0.74
4519;0.73
4522;0.71
4524;0.70
4526;0.68
4528;0.67
4530;0.67
4533;0.71
4535;0.70
4537;0.75
4539;0.74
4541;0.72
4544;0.76
